,age,gender,smile,mood,attention,distance
246103,8,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.55
246104,8,MALE,BROADLY_SMILING,NEUTRAL,LOOKING_UP_RIGHT,0.51
246105,8,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.45
246113,5,MALE,SMILING,NEUTRAL,LOOKING_DOWN,0.6
246124,15,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.79
246125,15,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.64
246153,28,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.63
246155,28,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.57
246158,29,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN_LEFT,0.59
246159,7,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.41
246180,28,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.66
246182,32,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.64
246188,35,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.56
246206,22,FEMALE,SMILING,NEGATIVE,LOOKING_DOWN,0.61
246475,25,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.89
246477,25,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.91
246493,25,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.73
246497,25,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.76
246499,25,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.75
246527,32,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.9
246529,32,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.99
246543,43,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.11
246551,31,MALE,NOT_SMILING,NEGATIVE,LOOKING_RIGHT,1.38
246553,31,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,1.03
246559,29,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.8
246563,38,MALE,SMILING,POSITIVE,LOOKING_DOWN,1.67
246571,3,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.95
246573,38,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.96
246575,38,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.97
246868,23,MALE,NOT_SMILING,NEGATIVE,LOOKING_LEFT,0.75
246874,23,MALE,NOT_SMILING,NEGATIVE,LOOKING_LEFT,0.75
246880,23,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.73
246882,23,MALE,NOT_SMILING,NEGATIVE,LOOKING_LEFT,0.73
246884,23,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.73
246888,23,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.72
246890,23,MALE,BROADLY_SMILING,POSITIVE,LOOKING_LEFT,0.73
246892,23,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.74
246896,23,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.75
246900,23,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.74
247205,32,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.72
247206,32,MALE,SMILING,NEUTRAL,LOOKING_UP,0.54
247226,33,MALE,NOT_SMILING,POSITIVE,LOOKING_UP,0.52
247299,31,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.53
247301,31,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.53
247305,31,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.55
247307,31,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.82
247309,31,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.52
247314,31,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.69
247316,31,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.72
247320,32,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.57
247347,20,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.66
247358,20,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.7
247375,20,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.56
247616,19,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.95
247906,35,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.73
247908,36,MALE,SMILING,POSITIVE,LOOKING_UP,0.73
248436,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_UP_LEFT,0.49
248438,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.58
248439,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.59
248440,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.63
248441,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_LEFT,0.5
248443,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.51
248445,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.5
248446,7,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.47
248510,29,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.71
248540,18,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.78
248551,24,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.72
248564,27,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.76
248565,27,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.71
248594,13,FEMALE,SMILING,NEGATIVE,LOOKING_LEFT,0.5
248669,8,FEMALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.62
248721,26,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.66
248780,29,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.81
248784,29,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.81
248787,29,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.75
248788,29,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.71
248789,29,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_UP,0.73
248790,29,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.75
248791,29,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.71
248805,8,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,1.32
248810,28,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,1.19
248812,28,FEMALE,SMILING,POSITIVE,LOOKING_DOWN_LEFT,1.15
248813,28,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,1.24
248840,27,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.68
248847,20,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.51
248848,20,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN,0.44
248849,20,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.48
248930,6,FEMALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.57
248946,7,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.42
248947,7,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.44
248948,7,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.47
248949,7,MALE,NOT_SMILING,NEGATIVE,LOOKING_LEFT,0.42
248950,7,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.69
248952,7,MALE,SMILING,NEGATIVE,LOOKING_DOWN_RIGHT,0.43
248966,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN_LEFT,0.57
248969,8,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.65
248972,8,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.54
248973,8,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.52
248974,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.55
248983,6,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.4
248984,6,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.48
248989,6,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.74
248990,6,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.48
248992,6,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.5
248993,6,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.5
248996,9,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.52
248997,9,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.48
248998,9,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.55
248999,9,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.52
249002,9,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.54
249004,9,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.41
249005,9,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.43
249006,8,MALE,SMILING,POSITIVE,LOOKING_DOWN_LEFT,0.36
249009,8,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.33
249010,8,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.36
249018,9,MALE,SMILING,NEUTRAL,LOOKING_DOWN,0.63
249024,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.7
249025,9,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.83
249026,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.93
249027,9,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_LEFT,0.49
249028,9,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.67
249029,9,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.62
249030,9,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.58
249046,9,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_RIGHT,0.5
249170,34,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.8
249172,34,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.5
249173,34,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.45
249183,23,MALE,SMILING,NEGATIVE,LOOKING_DOWN,1.35
249203,11,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.32
249206,15,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,1.33
249208,17,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.03
249233,20,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.63
249235,20,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.43
249236,20,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.65
249237,20,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.68
249239,31,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.41
249250,30,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.69
249251,30,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.67
249261,5,FEMALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.4
249268,6,MALE,SMILING,NEUTRAL,LOOKING_DOWN,0.32
249273,14,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.53
249277,11,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.56
249278,11,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.5
249313,6,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN_LEFT,0.28
249315,7,FEMALE,SMILING,POSITIVE,LOOKING_DOWN_RIGHT,0.4
249317,7,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.62
249319,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_RIGHT,0.46
249322,7,FEMALE,SMILING,NEUTRAL,LOOKING_RIGHT,0.67
249323,7,FEMALE,SMILING,POSITIVE,LOOKING_LEFT,0.44
249385,23,MALE,BROADLY_SMILING,NEGATIVE,LOOKING_DOWN,0.36
249386,23,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.33
249392,12,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.4
249398,7,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.47
249399,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.53
249400,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.54
249402,7,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.48
249420,5,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.82
249426,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.55
249459,9,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.48
249470,6,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.41
249497,5,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.56
249501,5,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.55
249588,5,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.45
249634,5,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN_RIGHT,0.54
249657,5,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.17
249705,16,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.84
249718,7,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.36
249761,51,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.81
249766,56,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN_RIGHT,0.91
249771,56,MALE,SMILING,NEUTRAL,LOOKING_DOWN_RIGHT,0.79
249774,57,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.77
249791,12,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.45
249802,8,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.79
249807,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.62
249809,8,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.89
249811,8,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.66
249813,10,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.88
249828,11,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.94
249832,11,MALE,NOT_SMILING,NEUTRAL,LOOKING_LEFT,0.7
250146,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.0
250164,12,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_RIGHT,0.76
250169,12,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.45
250171,11,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.77
250179,9,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.55
250236,5,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.43
250257,16,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.63
250265,26,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.65
250276,36,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.64
250277,36,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.83
250279,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.94
250286,7,FEMALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.59
250287,37,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.72
250324,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.57
250361,13,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.55
250364,28,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.98
250369,28,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.98
250379,10,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN,0.94
250403,29,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.1
250424,27,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.57
250438,52,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.78
250440,52,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.57
250441,52,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.54
250446,11,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.53
250453,7,MALE,SMILING,POSITIVE,LOOKING_DOWN,1.26
250456,8,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.96
250481,36,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN_LEFT,0.66
250482,19,FEMALE,SMILING,NEGATIVE,LOOKING_DOWN,1.55
250483,19,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.68
250484,19,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.47
250485,19,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.45
250490,19,MALE,SMILING,NEGATIVE,LOOKING_RIGHT,1.38
250495,6,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.53
250498,8,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN,0.53
250499,7,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.57
250506,15,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.63
250507,15,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.65
250508,15,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.53
250509,15,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN,0.46
250511,15,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.49
250512,15,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.48
250513,15,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.57
250514,13,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.56
250550,9,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.83
250554,35,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,1.0
250557,36,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.98
250561,8,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.87
250562,8,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.84
250564,11,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.84
250571,9,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.8
250572,9,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.91
250573,9,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,1.19
250574,9,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,1.02
250575,9,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,1.01
250589,9,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.68
250594,33,MALE,SMILING,NEUTRAL,LOOKING_DOWN,0.57
250596,33,MALE,SMILING,NEUTRAL,LOOKING_DOWN,0.63
250603,16,MALE,SMILING,POSITIVE,LOOKING_DOWN,1.35
250610,38,MALE,SMILING,POSITIVE,LOOKING_DOWN_LEFT,0.68
250611,38,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.72
250612,38,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.68
250613,36,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.64
250621,11,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.6
250622,10,MALE,NOT_SMILING,NEUTRAL,LOOKING_LEFT,1.61
250624,10,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.76
250627,6,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,1.04
250629,9,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,1.0
250630,6,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.97
250632,10,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.5
250633,10,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.77
250644,18,MALE,SMILING,NEUTRAL,LOOKING_LEFT,0.71
250646,25,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.52
250650,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.78
250651,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.51
250665,24,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.75
250670,5,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.63
250679,30,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.43
250696,26,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.86
250704,47,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.05
250826,16,FEMALE,SMILING,POSITIVE,LOOKING_DOWN_LEFT,0.54
250845,9,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.27
250846,9,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.41
250858,16,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.38
250931,6,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.59
250946,29,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.56
250952,29,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.78
250999,61,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.16
251000,67,MALE,BROADLY_SMILING,NEUTRAL,LOOKING_LEFT,0.93
251001,67,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.95
251045,16,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.6
251046,16,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN,0.6
251047,15,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.61
251132,9,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.57
251134,9,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.44
251136,9,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.46
251137,9,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.57
251150,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.82
251186,62,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.65
251187,66,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.67
251188,72,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.55
251191,32,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.79
251199,32,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.54
251200,32,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.51
251201,32,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.52
251202,32,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.52
251204,32,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.54
251205,32,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.53
251208,33,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.53
251209,33,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.54
251210,33,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.52
251212,33,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.56
251213,33,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.57
251214,33,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.52
251215,33,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.54
251216,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.73
251217,29,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.71
251220,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.69
251221,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.7
251224,39,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.56
251225,38,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.86
251232,13,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.33
251233,13,MALE,SMILING,POSITIVE,LOOKING_UP_RIGHT,1.21
251235,20,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.7
251236,20,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.51
251237,20,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.59
251256,20,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,1.28
251264,45,MALE,SMILING,NEGATIVE,LOOKING_UP,1.06
251265,45,MALE,BROADLY_SMILING,POSITIVE,LOOKING_UP,1.05
251266,45,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,1.3
251267,46,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.89
251314,45,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.96
251316,47,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.8
251319,49,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.15
251320,49,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_UP,1.14
251322,49,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.11
251323,49,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,1.07
251334,50,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.73
251358,25,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.05
251361,28,FEMALE,NOT_SMILING,POSITIVE,LOOKING_LEFT,0.65
251362,28,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.64
251416,43,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.25
251417,47,MALE,NOT_SMILING,NEGATIVE,LOOKING_UP,0.76
251421,26,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.89
251426,27,FEMALE,NOT_SMILING,POSITIVE,LOOKING_LEFT,1.11
251430,20,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,1.34
251431,26,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,1.07
251432,26,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.73
251470,21,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.26
251472,24,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.25
251473,25,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.28
251474,18,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.23
251519,71,MALE,SMILING,POSITIVE,LOOKING_DOWN,1.49
251526,34,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.6
251633,16,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,1.2
