,age,gender,smile,mood,attention,distance
154193,20,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_LEFT,0.91
154207,21,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.66
154213,18,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.64
154215,18,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.82
154218,18,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.53
154222,37,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.8
154227,27,FEMALE,SMILING,NEGATIVE,LOOKING_DOWN,0.64
154248,18,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.81
154249,18,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN_RIGHT,0.69
154261,19,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.69
154263,14,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.85
154265,14,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,1.21
154266,14,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.82
154267,14,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_UP,0.89
154268,14,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.83
154269,14,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.62
154270,14,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.98
154271,14,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.83
154272,14,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.79
154273,14,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.86
154274,14,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.84
154275,14,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.86
154276,14,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_RIGHT,0.88
154278,14,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.84
154279,14,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.85
154280,15,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.95
154284,25,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.86
154286,15,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,1.17
154287,15,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.89
154293,21,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.75
154295,21,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.74
154296,21,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.75
154297,21,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.76
154298,19,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.75
154299,19,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.74
154300,19,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.74
154301,20,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.8
154302,18,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.74
154303,18,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.67
154304,18,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.77
154305,18,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.71
154306,18,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_UP_LEFT,0.75
154307,18,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_LEFT,0.75
154310,18,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.71
154312,18,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.73
154314,18,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.73
154316,18,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.76
154317,18,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.8
154318,18,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_RIGHT,0.81
154319,18,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.81
154320,18,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.81
154324,18,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_LEFT,0.74
154325,18,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_LEFT,0.73
154327,18,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.72
154328,18,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.72
154329,18,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.72
154330,18,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.71
154332,17,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.69
154333,14,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.83
154335,24,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.69
154338,19,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.74
154341,19,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.71
154343,21,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.74
154344,19,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.97
154345,20,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.78
154346,20,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.66
154347,20,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.63
154348,20,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.53
154349,20,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.63
154350,20,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.6
154351,20,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.6
154353,20,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.57
154354,18,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_LEFT,0.76
154357,22,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.65
154367,20,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.58
154368,35,MALE,NOT_SMILING,NEUTRAL,LOOKING_UP,0.53
154369,20,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.56
154388,19,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.45
154389,19,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.47
154390,19,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.57
154391,19,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.46
154392,19,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.51
154393,19,FEMALE,SMILING,NEUTRAL,LOOKING_LEFT,0.61
154398,19,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN_LEFT,0.87
154399,19,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.55
154400,19,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN,0.73
154401,19,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.67
154402,19,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.67
154405,19,FEMALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.55
154406,20,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.77
154414,23,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.63
154415,23,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.54
154416,23,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.42
154417,23,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.54
154418,23,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.51
154419,23,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.56
154420,23,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.54
154421,23,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.54
154424,23,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.5
154427,23,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.49
154428,22,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.72
154430,20,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.96
154433,20,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.58
154439,19,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.6
154440,19,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.54
154441,19,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.64
154442,19,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.59
154459,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.87
154462,19,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.61
154513,2,MALE,SMILING,POSITIVE,LOOKING_DOWN,1.05
154562,69,MALE,SMILING,NEUTRAL,LOOKING_RIGHT,0.97
154563,69,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.66
154564,68,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.65
154569,31,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.11
154618,28,MALE,BROADLY_SMILING,NEUTRAL,LOOKING_UP,0.58
154720,48,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.57
154722,48,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.59
154724,49,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.61
154734,18,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.05
154751,28,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.53
154759,50,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.7
154776,20,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.8
154783,28,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,1.09
154784,28,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.23
154801,41,FEMALE,SMILING,POSITIVE,LOOKING_RIGHT,2.8
154814,6,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.41
154826,32,FEMALE,SMILING,NEUTRAL,LOOKING_UP_LEFT,0.64
154850,54,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.57
154854,54,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.38
154861,6,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.05
154866,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_LEFT,1.4
154878,7,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.89
154881,7,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.59
154883,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_LEFT,0.85
154889,7,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.66
154891,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.7
154899,35,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.91
154900,35,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_UP,0.9
154905,35,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_UP_LEFT,1.12
154909,35,FEMALE,SMILING,NEUTRAL,LOOKING_LEFT,0.82
154911,35,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.57
154912,35,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.8
154913,35,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.81
154928,35,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.65
154930,33,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.71
154974,31,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.68
155014,49,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.95
155069,29,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.47
155077,62,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.88
155097,14,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.61
155100,20,FEMALE,SMILING,POSITIVE,LOOKING_DOWN_LEFT,0.73
155102,20,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.52
155104,20,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.53
155106,20,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.55
155108,20,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.51
155109,20,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.74
155110,12,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.61
155111,12,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.61
155112,12,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.61
155118,17,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.59
155120,17,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.73
155133,66,MALE,SMILING,POSITIVE,LOOKING_DOWN_LEFT,0.6
155134,66,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.57
155135,66,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.57
155199,36,MALE,BROADLY_SMILING,POSITIVE,LOOKING_LEFT,0.58
155210,29,FEMALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.42
155211,29,FEMALE,BROADLY_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.39
155231,8,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.52
155236,12,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.48
155249,25,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.5
155250,25,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.48
155254,30,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.77
155255,30,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.75
155260,17,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.62
155261,19,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.65
155264,19,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.34
155284,25,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.53
155461,26,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.64
155478,38,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.52
155488,19,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.35
155491,19,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.39
155499,11,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.71
155503,21,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.13
155539,49,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.47
155550,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.42
155632,39,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.69
155650,34,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.35
155651,34,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.7
155721,27,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,1.25
155751,31,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.37
155753,30,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.63
155790,37,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.37
155813,19,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.7
155815,19,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.68
155817,19,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.69
155818,19,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_RIGHT,0.69
155819,19,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.7
155821,19,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.84
155846,26,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.44
155848,25,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.7
155851,25,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.45
155857,21,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.78
155897,20,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.67
155899,20,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.88
155902,15,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.85
155906,34,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.63
155912,29,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.8
155913,29,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.78
156032,72,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.72
156035,72,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.7
156038,72,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.7
156039,72,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.54
156041,72,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.56
156088,27,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.6
156147,46,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.82
156167,31,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.64
156174,31,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.47
156238,22,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.49
156247,12,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.54
156259,8,MALE,NOT_SMILING,NEUTRAL,LOOKING_RIGHT,0.34
156273,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.51
156353,7,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.7
156357,28,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.76
156361,28,FEMALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.64
156363,28,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.81
156505,35,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.8
156512,33,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.65
156606,9,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.58
156607,9,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.56
156608,9,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.84
156624,22,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.45
156625,22,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.59
156626,22,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.61
156649,6,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.93
156653,6,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.6
156723,32,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.57
156724,32,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.52
156740,57,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.48
156741,57,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.76
156743,57,MALE,SMILING,NEUTRAL,LOOKING_DOWN,0.48
156744,57,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.49
156745,57,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.47
156746,57,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.46
156748,57,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.48
156749,57,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.5
156751,57,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.52
156752,57,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.68
156753,57,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.63
156754,57,MALE,SMILING,NEUTRAL,LOOKING_DOWN,0.66
156771,73,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.74
156774,25,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.41
156776,25,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.62
156780,31,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.46
156782,31,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.56
156884,20,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.67
156888,19,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.64
156889,19,FEMALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.66
156904,17,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.48
156906,18,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.71
156928,28,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.52
156929,28,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.49
156932,25,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.54
156933,25,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.53
156934,25,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.5
156943,14,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.61
156945,36,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.76
156958,22,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.54
156959,22,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.63
156960,22,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN,0.47
156999,27,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.41
157017,27,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.8
157052,28,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.77
157064,25,FEMALE,SMILING,NEGATIVE,LOOKING_DOWN,0.92
157076,27,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.88
157078,28,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.86
157079,28,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.86
157102,20,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.74
157149,8,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.41
157168,39,MALE,SMILING,POSITIVE,LOOKING_RIGHT,1.09
157169,38,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.58
157179,36,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.77
157187,8,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.74
157198,8,MALE,SMILING,NEUTRAL,LOOKING_DOWN,0.51
157199,8,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.53
157200,8,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.54
157203,11,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.64
157235,8,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN_LEFT,0.59
157239,6,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.82
157259,5,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.38
157272,5,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.62
157278,10,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.45
157280,21,MALE,SMILING,POSITIVE,LOOKING_LEFT,0.35
157324,10,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.54
157333,6,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.51
157338,6,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.53
157340,6,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.76
157343,15,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.94
157402,34,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.49
157405,19,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.62
157444,18,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.91
157447,11,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.51
157448,11,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.48
157449,11,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.53
157450,11,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.48
157452,11,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.53
157453,22,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.58
157486,6,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.6
157512,10,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_LEFT,0.69
157566,21,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.55
157586,28,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.61
157590,46,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.58
157593,56,MALE,SMILING,NEGATIVE,LOOKING_RIGHT,0.56
157633,26,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.59
157634,26,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.64
157635,26,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.55
157673,25,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.46
157674,19,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.52
157680,10,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.35
157682,11,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_UP,0.38
157690,27,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.58
157693,30,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.59
157711,7,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.47
157717,52,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.5
157718,52,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.51
157719,52,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.52
157721,52,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.5
157722,52,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.48
157723,52,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.47
157727,48,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.63
